1000000,250000,32.548078
1,250000,32.551972
2,250000,31.455973
3,250000,30.693806
4,250000,30.165411
5,250000,29.739389
6,250000,29.387789
7,250000,29.074950
8,250000,28.827747
9,250000,28.608893
1,250000,32.574569
2,250000,31.470113
3,250000,30.713272
4,250000,30.149806
5,250000,29.702138
6,250000,29.352709
7,250000,29.039897
8,250000,28.796665
9,250000,28.593551
10,250000,28.414272
1,250000,32.597778
2,250000,31.498750
3,250000,30.722350
4,250000,30.167417
5,250000,29.743376
6,250000,29.398702
7,250000,29.106417
8,250000,28.836294
9,250000,28.632586
10,250000,28.449699
10,250000,28.293086
1,250000,32.614988
2,250000,31.469415
3,250000,30.766548
4,250000,30.209976
5,250000,29.759161
6,250000,29.399298
7,250000,29.090334
8,250000,28.833835
9,250000,28.610670
10,250000,28.435792
10,250000,28.273331
1500000,250000,32.561993
2000000,250000,32.561993
4000000,250000,32.561993
10000000,250000,32.561993
1,250000,32.581242
2,250000,31.460976
3,250000,30.699807
4,250000,30.155215
5,250000,29.730064
6,250000,29.383517
7,250000,29.080302
8,250000,28.833034
9,250000,28.625947
10,250000,28.437726
10,250000,28.284054
1,250000,32.598919
2,250000,31.451052
3,250000,30.725702
4,250000,30.171598
5,250000,29.736589
6,250000,29.392065
7,250000,29.108844
8,250000,28.854818
9,250000,28.641726
10,250000,28.458659
10,250000,28.298595
